suite	count	threads	batch	mode	inproc_sleep_ms	recv_sleep_ms	recv_verify	n_total	n_ok	n_fail	wall_ms_q25	wall_ms_median	wall_ms_q75	throughput_tx_s_q25	throughput_tx_s_median	throughput_tx_s_q75	sum_build_ms_q25	sum_build_ms_median	sum_build_ms_q75	sum_pack_ms_q25	sum_pack_ms_median	sum_pack_ms_q75	sum_submit_ack_ms_q25	sum_submit_ack_ms_median	sum_submit_ack_ms_q75	sum_inproc_ms_q25	sum_inproc_ms_median	sum_inproc_ms_q75	bench_oneway_ms_q25	bench_oneway_ms_median	bench_oneway_ms_q75	submitted_q25	submitted_median	submitted_q75	batches_q25	batches_median	batches_q75	host	nproc
standard	1024	8	64	zmq	NA	0	0	3	3	0	74.701538	76.206055	76.604126	13367.787167	13437.252515	13713.446396	489.395142	497.386963	508.679931	0.258423	0.271729	0.285401	10.791504	10.857422	11.044189	0.000000	0.000000	0.000000				1024.000000	1024.000000	1024.000000	16.000000	16.000000	16.000000	Ada	12
standard	1024	8	64	zmq	NA	0	1	3	3	0	74.797973	75.274902	76.156372	13447.820243	13603.471650	13690.767061	481.658692	483.856934	504.908448	0.281861	0.314209	0.333252	10.002441	10.315430	10.336792	0.000000	0.000000	0.000000				1024.000000	1024.000000	1024.000000	16.000000	16.000000	16.000000	Ada	12
standard	1024	8	8	inproc	0	NA	NA	3	3	0	109.521973	121.125977	129.564942	7937.044014	8454.008207	9455.870741	830.297851	923.170166	995.582154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022339	0.027100	0.033203				1024.000000	1024.000000	1024.000000	128.000000	128.000000	128.000000	Ada	12
standard	1024	8	8	zmq	NA	0	0	3	3	0	75.991700	76.159180	77.853638	13159.119207	13445.522972	13475.221432	508.975708	517.440430	526.556763	0.431274	0.434814	0.438476	67.758423	69.639160	70.155029	0.000000	0.000000	0.000000				1024.000000	1024.000000	1024.000000	128.000000	128.000000	128.000000	Ada	12
standard	1024	8	8	zmq	NA	0	1	3	3	0	74.917480	76.293945	78.380493	13073.739980	13421.772800	13672.987693	505.582763	513.436035	522.771606	0.430054	0.445801	0.454468	63.470948	64.796631	65.988281	0.000000	0.000000	0.000000				1024.000000	1024.000000	1024.000000	128.000000	128.000000	128.000000	Ada	12
standard	128	1	128	inproc	0	NA	NA	3	3	0	64.744385	67.570801	71.112915	1804.431147	1894.309354	1980.780316	64.698487	67.502930	71.063477	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000489				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	1	128	zmq	NA	0	0	3	3	0	43.068970	44.625977	56.677491	2365.335761	2868.284570	2975.866538	42.190552	43.659180	55.482544	0.024902	0.026855	0.052001	0.836548	0.923096	1.123536	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	1	128	zmq	NA	0	1	3	3	0	86.796020	126.925049	127.093018	1007.138126	1008.469181	1875.653595	47.613526	49.544922	52.213379	0.026001	0.026855	0.028930	36.466431	71.993896	74.831054	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	1	16	inproc	0	NA	NA	3	3	0	49.773926	51.614014	51.620483	2479.635865	2479.946644	2575.147029	49.744873	51.585938	51.592773	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000977	0.000977	0.001465				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	1	16	zmq	NA	0	0	3	3	0	43.451904	45.161865	45.339844	2823.167479	2834.249634	2950.354822	37.358032	38.801025	39.618164	0.042480	0.045898	0.049926	5.385254	5.750000	6.012818	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	1	16	zmq	NA	0	1	3	3	0	51.266114	52.696045	57.667603	2236.237466	2429.024800	2498.719936	44.474975	46.184082	51.656616	0.055054	0.056885	0.058838	5.843628	6.267090	6.615234	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	1	32	inproc	0	NA	NA	3	3	0	56.702514	58.766113	58.780518	2177.592389	2178.126013	2260.389318	56.678467	58.737061	58.755127	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000977				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	1	32	zmq	NA	0	0	3	3	0	45.211548	45.455078	47.775634	2685.525728	2815.967000	2831.217244	42.024536	42.805176	45.122558	0.041138	0.043213	0.046143	2.582397	2.583984	3.107422	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	1	32	zmq	NA	0	1	3	3	0	105.277466	156.659912	158.517456	807.592944	817.056503	1596.022023	39.890381	41.682861	46.746216	0.040527	0.041016	0.044556	60.239990	118.486816	118.555053	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	1	64	inproc	0	NA	NA	3	3	0	42.849975	44.190918	47.080933	2729.005566	2896.522767	2990.094451	42.824462	44.156982	47.051513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	1	64	zmq	NA	0	0	3	3	0	37.297973	37.725830	50.626465	2703.894486	3392.900825	3432.273482	35.221069	35.404053	48.535034	0.028930	0.031982	0.034912	1.791993	1.800049	2.038452	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	1	64	zmq	NA	0	1	3	3	0	42.345947	45.682861	50.249511	2568.501904	2801.926068	3041.608668	40.659668	43.610352	48.186768	0.037964	0.046875	0.046875	1.616455	1.980957	1.994385	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	1	8	inproc	0	NA	NA	3	3	0	68.378540	70.760010	74.135498	1730.155078	1808.931350	1874.205690	68.329712	70.701416	74.075683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002442	0.003906	0.005981				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	1	8	zmq	NA	0	0	3	3	0	47.066040	49.395020	49.998413	2560.454164	2591.354376	2726.258438	36.594239	37.973389	39.565308	0.059204	0.061035	0.073486	9.375733	9.397949	10.360717	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	1	8	zmq	NA	0	1	3	3	0	56.676025	64.774170	68.167114	1882.401824	1976.096338	2305.520213	48.619507	55.083008	57.343139	0.086547	0.099365	0.100586	7.912109	9.544189	10.672241	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	12	128	inproc	0	NA	NA	3	3	0	61.620483	63.718018	72.908936	1783.964014	2008.850948	2079.641014	56.752441	57.618896	63.236450	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	12	128	zmq	NA	0	0	3	3	0	46.259034	47.402100	48.295044	2651.281832	2700.302330	2768.717684	38.232056	39.997070	40.615479	0.022949	0.023926	0.037476	0.780517	0.830078	0.953125	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	12	128	zmq	NA	0	1	3	3	0	81.898071	89.370117	109.205567	1212.089378	1432.246080	1576.037292	73.066406	80.966797	95.633911	0.055420	0.065918	0.076538	1.268555	1.281006	1.303467	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	12	16	inproc	0	NA	NA	3	3	0	21.366089	26.703125	29.741089	4349.189658	4793.446460	6389.473211	107.408447	113.145020	113.308594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000977	0.001953	0.002075				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	12	16	zmq	NA	0	0	3	3	0	28.908447	39.322998	117.146606	1955.801568	3255.092601	5088.147480	86.961303	91.026855	95.224853	0.049195	0.052246	0.055054	5.879029	6.603760	512.678711	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	12	16	zmq	NA	0	1	3	3	0	26.240966	28.463867	195.641357	2424.861249	4496.929358	4913.125477	106.668824	128.131836	207.366211	0.090576	0.102295	0.106201	9.014893	13.541016	1032.868164	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	12	32	inproc	0	NA	NA	3	3	0	29.879639	29.911133	35.113037	3727.172310	4279.343106	4283.858437	84.779786	87.546143	89.085572	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000977	0.000977	0.000977				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	12	32	zmq	NA	0	0	3	3	0	38.480469	48.158936	51.266968	2505.944522	2657.866054	3551.000788	86.496948	101.496826	118.138672	0.085449	0.127930	0.135132	3.547485	4.002686	4.376465	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	12	32	zmq	NA	0	1	3	3	0	23.189575	25.104980	98.912598	2919.836410	5098.589906	5557.637945	59.905640	60.574219	61.619629	0.052124	0.059082	0.079956	3.063354	3.609863	208.762940	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	12	64	inproc	0	NA	NA	3	3	0	33.879517	34.217041	35.277588	3631.648192	3740.826097	3778.469065	55.441650	57.577148	62.838013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000489				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	12	64	zmq	NA	0	0	3	3	0	34.642944	38.001953	38.929444	3289.867163	3368.247931	3729.902378	55.283935	57.512939	58.144531	0.031128	0.035156	0.035522	1.946534	1.954102	2.077027	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	12	64	zmq	NA	0	1	3	3	0	36.747070	39.280029	112.915039	1972.398160	3258.653374	3499.899895	48.378540	49.349121	55.451172	0.041016	0.048828	0.050415	1.571900	1.770752	77.994385	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	12	8	inproc	0	NA	NA	3	3	0	23.667969	25.040039	25.521484	5017.167682	5111.813112	5426.389671	135.977051	136.873291	143.270752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002442	0.002930	0.002930				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	12	8	zmq	NA	0	0	3	3	0	20.585571	22.768066	24.358032	5277.426146	5621.909112	6288.634016	98.407227	98.750488	109.582153	0.050904	0.051758	0.061035	14.494873	17.112793	17.539428	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	12	8	zmq	NA	0	1	3	3	0	38.500488	58.203857	129.131469	1419.488975	2199.166957	4504.360536	93.723755	99.097168	151.302002	0.074707	0.080322	0.086426	50.141480	77.501953	835.011108	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	2	128	inproc	0	NA	NA	3	3	0	92.450440	95.219971	98.656006	1299.013213	1344.255822	1385.769212	92.103027	94.848145	98.295044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000977	0.000977	0.000977				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	2	128	zmq	NA	0	0	3	3	0	60.157959	68.075928	68.918457	1857.544961	1880.253480	2165.241824	57.412841	66.015869	67.385376	0.030152	0.033203	0.039184	0.991455	1.170898	2.223511	0.000000	0.000000	0.000000	0.355467	0.370932	0.445617	128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	2	128	zmq	NA	0	1	3	3	0	58.177002	60.156006	69.733032	1870.859855	2127.800843	2202.731024	57.205567	59.257080	68.630005	0.033936	0.038086	0.038574	0.771484	0.864014	0.911011	0.000000	0.000000	0.000000	0.698786	1.021610	1.344434	128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	2	16	inproc	0	NA	NA	3	3	0	29.994996	32.541016	34.800538	3693.675268	3933.497389	4298.347631	58.417847	63.975098	65.776489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000489	0.000977	0.001099				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	2	16	zmq	NA	0	0	3	3	0	24.573608	24.863037	26.493042	4849.815851	5148.204519	5209.562910	40.125000	40.624756	44.722412	0.039917	0.041992	0.045532	6.188232	6.529297	6.602661	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	2	16	zmq	NA	0	1	3	3	0	28.162354	29.214844	108.455322	2531.644462	4381.334403	4551.431597	48.205933	48.397217	49.344848	0.041993	0.046631	0.049561	5.051758	5.306396	164.031738	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	2	32	inproc	0	NA	NA	3	3	0	37.543945	38.902832	40.277466	3181.661634	3290.248892	3413.810265	69.331177	69.537842	70.528076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000489	0.000977	0.001465				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	2	32	zmq	NA	0	0	3	3	0	23.077514	24.457031	26.597534	4843.847990	5233.668743	5566.415243	41.953125	44.084229	48.510010	0.029785	0.030762	0.055420	3.055420	3.447998	3.512451	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	2	32	zmq	NA	0	1	3	3	0	36.751465	46.158936	117.235474	1726.375261	2773.027551	3727.064306	52.437866	54.857910	71.413452	0.039673	0.043213	0.052978	3.098877	3.218994	143.555420	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	2	64	inproc	0	NA	NA	3	3	0	40.962891	41.075928	44.744018	2880.073486	3116.180378	3124.803273	79.456909	79.694824	87.449463	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000489				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	2	64	zmq	NA	0	0	3	3	0	22.188477	22.375000	23.130982	5539.620975	5720.670391	5769.167863	40.234131	40.467285	41.765014	0.031128	0.034180	0.042114	1.888428	1.981934	2.090332	0.000000	0.000000	0.000000	0.456779	0.456779	0.456779	128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	2	64	zmq	NA	0	1	3	3	0	41.021973	54.461914	59.322022	2172.295450	2350.266277	3495.484363	75.545898	98.365967	105.181518	0.081543	0.088135	0.103638	2.242798	2.653809	2.974854	0.000000	0.000000	0.000000	0.404164	0.431537	0.487314	128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	2	8	inproc	0	NA	NA	3	3	0	25.406982	25.434082	38.415039	3761.541812	5032.617251	5037.990875	48.330444	49.337646	69.360839	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002076	0.003174	0.003174				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	2	8	zmq	NA	0	0	3	3	0	32.819947	36.356934	15039.281006	1762.321664	3520.648948	3945.895954	52.278931	60.175781	74.438232	0.070556	0.078125	0.098144	11.176636	11.452393	15175.371827	0.000000	0.000000	0.000000				124.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	2	8	zmq	NA	0	1	3	3	0	30.087525	32.125000	33.153442	3864.554678	3984.435798	4273.853856	44.428589	46.071533	52.038819	0.058472	0.059082	0.060303	9.345825	9.456543	10.144287	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	4	128	inproc	0	NA	NA	3	3	0	83.614502	85.219971	117.591919	1177.767145	1501.995353	1531.399512	83.065064	84.727051	117.128052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000489				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	4	128	zmq	NA	0	0	3	3	0	73.996460	84.904053	85.409058	1498.722486	1507.584101	1768.234104	71.075074	80.850098	81.359620	0.072998	0.076904	0.084961	1.708984	2.249023	2.266479	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	4	128	zmq	NA	0	1	3	3	0	46.662964	46.900879	50.308472	2556.029878	2729.159943	2743.146104	45.083496	45.385010	48.593995	0.029541	0.031982	0.035034	1.068359	1.109863	1.180420	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	4	16	inproc	0	NA	NA	3	3	0	26.045898	26.193848	26.582397	4816.245539	4886.643676	4914.559983	91.111939	91.302002	92.058228	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000977	0.000977	0.001465				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	4	16	zmq	NA	0	0	3	3	0	17.648438	18.482910	24.860473	5511.442477	6925.316355	7269.017986	51.475097	53.043457	62.280273	0.042359	0.046631	0.050659	4.825562	4.829102	5.504639	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	4	16	zmq	NA	0	1	3	3	0	23.057496	23.889893	28.063354	4664.264917	5357.914423	5558.584603	67.099366	67.219727	86.097290	0.059082	0.066162	0.073731	6.233765	6.429932	6.949952	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	4	32	inproc	0	NA	NA	3	3	0	36.204589	38.208984	70.286499	2300.218443	3349.997444	3546.333065	117.497924	122.621826	203.147583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001587	0.002197	0.003052				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	4	32	zmq	NA	0	0	3	3	0	34.745605	40.875000	177.086060	1770.028165	3131.498471	3802.243792	121.942505	146.143066	156.786377	0.122925	0.131104	0.146240	4.665039	4.760010	387.285766	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	4	32	zmq	NA	0	1	3	3	0	176.674926	187.845947	193.607910	661.716105	681.409431	727.402537	98.532715	99.093750	129.190796	0.133912	0.145020	0.157471	462.554077	468.028076	511.694702	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	4	64	inproc	0	NA	NA	3	3	0	85.773560	90.685059	102.152466	1269.020934	1411.478384	1497.210490	140.499877	150.005859	176.302978	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000977	0.000977	0.001465				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	4	64	zmq	NA	0	0	3	3	0	41.697022	48.065918	123.435547	1653.427998	2663.009580	3143.092583	77.686768	88.447754	140.505249	0.060669	0.080078	0.092163	2.062378	2.064697	58.532714	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	4	64	zmq	NA	0	1	3	3	0	110.614502	166.586914	252.868408	572.890954	768.367676	1555.442115	93.530029	95.688965	105.175537	0.060425	0.066895	0.095947	109.442627	216.412109	377.644043	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	4	8	inproc	0	NA	NA	3	3	0	25.568481	26.318848	28.653931	4496.965456	4863.434816	5010.478905	94.597901	96.174805	103.875367	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002930	0.002930	0.003418				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	4	8	zmq	NA	0	0	3	3	0	176.167115	187.269043	192.730957	664.672067	683.508593	729.479908	59.873902	60.302002	63.669434	0.069946	0.070068	0.070312	569.335816	607.149170	612.148072	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	4	8	zmq	NA	0	1	3	3	0	20.352905	22.372803	110.096924	3184.140842	5721.232226	6351.587188	56.984375	57.822754	64.405395	0.057007	0.066650	0.069458	9.660400	10.189209	341.471069	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	8	128	inproc	0	NA	NA	3	3	0	55.478027	56.020020	57.726441	2219.294071	2284.897454	2307.439972	52.313598	55.128174	56.941040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	8	128	zmq	NA	0	0	3	3	0	96.420044	124.490967	176.514893	794.133479	1028.187051	1450.462553	58.210449	64.086914	65.480469	0.038940	0.051025	0.051025	35.900512	70.837158	114.396606	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	8	128	zmq	NA	0	1	3	3	0	80.231567	112.799072	127.374511	1018.243688	1134.761106	1910.111253	46.867432	50.053955	56.147461	0.037110	0.038086	0.039551	30.548828	60.185791	69.518433	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	1.000000	1.000000	1.000000	Ada	12
standard	128	8	16	inproc	0	NA	NA	3	3	0	12.536133	13.399170	14.088135	9107.441107	9552.830567	10259.108275	87.727173	91.817383	93.005616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001465	0.001953	0.002442				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	8	16	zmq	NA	0	0	3	3	0	17.264038	22.279053	163.804565	3082.262774	5745.307106	8097.559876	75.338379	76.197021	78.820190	0.046997	0.047119	0.047852	8.901490	13.580811	719.112549	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	8	16	zmq	NA	0	1	3	3	0	15.288086	17.864990	107.904419	3905.749709	7164.851384	8617.362790	89.752075	101.869385	105.192871	0.053589	0.058594	0.060913	5.887207	6.630859	521.054443	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	8.000000	8.000000	8.000000	Ada	12
standard	128	8	32	inproc	0	NA	NA	3	3	0	29.197021	31.720947	32.172973	3979.280048	4035.188449	4417.015751	105.079589	111.578857	113.435058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001465	0.001953	0.002442				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	8	32	zmq	NA	0	0	3	3	0	21.260499	22.093018	24.791504	5224.962992	5793.685699	6029.800912	70.158081	71.003906	81.037475	0.050781	0.067871	0.069946	3.038940	3.381836	3.458984	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	8	32	zmq	NA	0	1	3	3	0	22.443481	22.856934	23.489502	5453.197571	5600.051270	5705.151141	67.619506	68.364990	72.091431	0.041138	0.044189	0.045166	2.747680	2.762695	2.946411	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	4.000000	4.000000	4.000000	Ada	12
standard	128	8	64	inproc	0	NA	NA	3	3	0	34.097046	36.897217	38.602051	3322.366244	3469.096347	3779.480774	65.704712	71.758301	73.502197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	8	64	zmq	NA	0	0	3	3	0	73.304931	116.463867	156.295410	875.845909	1099.053321	2672.528329	74.542480	95.489014	103.916504	0.088013	0.102051	0.138550	51.944336	101.723877	160.881470	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	8	64	zmq	NA	0	1	3	3	0	27.544434	29.524902	134.627929	2434.627639	4335.323400	4671.185718	49.814087	54.564941	56.472046	0.035401	0.041992	0.042968	1.879517	1.907959	182.507080	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	2.000000	2.000000	2.000000	Ada	12
standard	128	8	8	inproc	0	NA	NA	3	3	0	12.292603	12.792969	13.072021	9796.369859	10005.496183	10430.047733	79.832641	80.040283	83.844605	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001465	0.001953	0.002075				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	8	8	zmq	NA	0	0	3	3	0	28.589966	40.202881	118.644409	1916.657157	3183.851437	5361.720651	83.713868	84.629883	133.426392	0.081177	0.095947	0.127808	14.707520	20.952148	550.858032	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	128	8	8	zmq	NA	0	1	3	3	0	14.053345	14.610840	100.362915	4724.182891	8760.618922	9122.508126	75.887940	77.835205	79.583863	0.068848	0.075928	0.104858	10.107666	11.924072	512.892334	0.000000	0.000000	0.000000				128.000000	128.000000	128.000000	16.000000	16.000000	16.000000	Ada	12
standard	256	1	128	inproc	0	NA	NA	3	3	0	114.755494	114.976807	120.717408	2125.461713	2226.536007	2230.838325	114.728027	114.952148	120.685424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001099	0.001221	0.001587				256.000000	256.000000	256.000000	2.000000	2.000000	2.000000	Ada	12
standard	256	1	128	zmq	NA	0	0	3	3	0	76.197022	76.406006	84.536499	3056.551088	3350.521953	3359.736650	74.520630	74.818115	82.915527	0.037964	0.038086	0.043091	1.551880	1.584717	1.645752	0.000000	0.000000	0.000000				256.000000	256.000000	256.000000	2.000000	2.000000	2.000000	Ada	12
standard	256	1	128	zmq	NA	0	1	3	3	0	78.584595	79.130127	91.866089	2841.274087	3235.177420	3257.792935	76.840942	76.990967	89.859985	0.045044	0.050049	0.050415	1.538940	1.794922	1.932495	0.000000	0.000000	0.000000				256.000000	256.000000	256.000000	2.000000	2.000000	2.000000	Ada	12
standard	256	1	16	inproc	0	NA	NA	3	3	0	107.955444	110.848877	111.763428	2290.705896	2309.450551	2373.053365	107.899659	110.801270	111.715454	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002564	0.003174	0.003174				256.000000	256.000000	256.000000	16.000000	16.000000	16.000000	Ada	12
standard	256	1	16	zmq	NA	0	0	3	3	0	94.099488	104.178955	109.864990	2336.390791	2457.310114	2752.101501	82.362671	92.102539	98.060058	0.101196	0.113037	0.120849	11.218872	11.263184	11.582520	0.000000	0.000000	0.000000				256.000000	256.000000	256.000000	16.000000	16.000000	16.000000	Ada	12
standard	256	1	16	zmq	NA	0	1	3	3	0	109.347901	112.495850	116.468995	2200.570727	2275.639509	2343.093378	96.807495	98.928467	103.482056	0.121338	0.121338	0.124390	11.767578	12.210938	12.787598	0.000000	0.000000	0.000000				256.000000	256.000000	256.000000	16.000000	16.000000	16.000000	Ada	12
standard	256	1	32	inproc	0	NA	NA	3	3	0	134.934448	163.012939	183.103027	1415.156345	1570.427482	1983.087996	134.896119	162.973145	183.061157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000977	0.001953	0.003418				256.000000	256.000000	256.000000	8.000000	8.000000	8.000000	Ada	12
