suite	rep	count	threads	batch	mode	inproc_sleep_ms	recv_sleep_ms	recv_verify	exit_code	wall_ms	submitted	batches	sum_build_ms	sum_pack_ms	sum_submit_ack_ms	sum_inproc_ms	zmq	throughput_tx_s	bench_oneway_ms	host	nproc	unix_ts
standard	3	128	8	128	zmq	NA	0	0	0	124.490967	128	1	52.333984	0.026855	70.837158	0.000000	1	1028.187051	NA	Ada	12	1774747748
standard	1	128	8	128	zmq	NA	0	1	0	112.799072	128	1	50.053955	0.036133	60.185791	0.000000	1	1134.761106	NA	Ada	12	1774747750
standard	2	128	8	128	zmq	NA	0	1	0	141.949951	128	1	62.240967	0.041016	78.851074	0.000000	1	901.726270	NA	Ada	12	1774747752
standard	3	128	8	128	zmq	NA	0	1	0	47.664062	128	1	43.680908	0.038086	0.911865	0.000000	1	2685.461400	NA	Ada	12	1774747753
standard	1	128	12	8	inproc	0	NA	NA	0	22.295898	128	16	135.080811	0.000000	0.000000	0.002930	0	5740.966230	NA	Ada	12	1774747753
standard	2	128	12	8	inproc	0	NA	NA	0	25.040039	128	16	136.873291	0.000000	0.000000	0.002930	0	5111.813112	NA	Ada	12	1774747753
standard	3	128	12	8	inproc	0	NA	NA	0	26.002930	128	16	149.668213	0.000000	0.000000	0.001953	0	4922.522252	NA	Ada	12	1774747753
standard	1	128	12	8	zmq	NA	0	0	0	18.403076	128	16	98.750488	0.051758	17.112793	0.000000	1	6955.358920	NA	Ada	12	1774747755
standard	2	128	12	8	zmq	NA	0	0	0	25.947998	128	16	120.413818	0.070312	11.876953	0.000000	1	4932.943180	NA	Ada	12	1774747756
standard	3	128	12	8	zmq	NA	0	0	0	22.768066	128	16	98.063965	0.050049	17.966064	0.000000	1	5621.909112	NA	Ada	12	1774747757
standard	1	128	12	8	zmq	NA	0	1	0	18.797119	128	16	88.350342	0.092529	22.781006	0.000000	1	6809.554115	NA	Ada	12	1774747759
standard	2	128	12	8	zmq	NA	0	1	0	200.059082	128	16	99.097168	0.080322	1592.520264	0.000000	1	639.810993	NA	Ada	12	1774747761
standard	3	128	12	8	zmq	NA	0	1	0	58.203857	128	16	203.506836	0.069092	77.501953	0.000000	1	2199.166957	NA	Ada	12	1774747762
standard	1	128	12	16	inproc	0	NA	NA	0	16.029053	128	8	101.671875	0.000000	0.000000	0.001953	0	7985.499962	NA	Ada	12	1774747762
standard	2	128	12	16	inproc	0	NA	NA	0	26.703125	128	8	113.145020	0.000000	0.000000	0.002197	0	4793.446460	NA	Ada	12	1774747762
standard	3	128	12	16	inproc	0	NA	NA	0	32.779053	128	8	113.472168	0.000000	0.000000	0.000000	0	3904.932856	NA	Ada	12	1774747762
standard	1	128	12	16	zmq	NA	0	0	0	18.493896	128	8	82.895752	0.046143	6.603760	0.000000	1	6921.202360	NA	Ada	12	1774747764
standard	2	128	12	16	zmq	NA	0	0	0	194.970215	128	8	99.422852	0.052246	1018.753662	0.000000	1	656.510535	NA	Ada	12	1774747765
standard	3	128	12	16	zmq	NA	0	0	0	39.322998	128	8	91.026855	0.057861	5.154297	0.000000	1	3255.092601	NA	Ada	12	1774747767
standard	1	128	12	16	zmq	NA	0	1	0	28.463867	128	8	128.131836	0.078857	13.541016	0.000000	1	4496.929358	NA	Ada	12	1774747769
standard	2	128	12	16	zmq	NA	0	1	0	362.818848	128	8	286.600586	0.102295	2052.195312	0.000000	1	352.793139	NA	Ada	12	1774747771
standard	3	128	12	16	zmq	NA	0	1	0	24.018066	128	8	85.205811	0.110107	4.488770	0.000000	1	5329.321596	NA	Ada	12	1774747772
standard	1	128	12	32	inproc	0	NA	NA	0	29.848145	128	4	82.013428	0.000000	0.000000	0.000977	0	4288.373767	NA	Ada	12	1774747772
standard	2	128	12	32	inproc	0	NA	NA	0	29.911133	128	4	90.625000	0.000000	0.000000	0.000977	0	4279.343106	NA	Ada	12	1774747772
standard	3	128	12	32	inproc	0	NA	NA	0	40.314941	128	4	87.546143	0.000000	0.000000	0.000977	0	3175.001514	NA	Ada	12	1774747772
standard	1	128	12	32	zmq	NA	0	0	0	54.375000	128	4	134.780518	0.142334	4.002686	0.000000	1	2354.022989	NA	Ada	12	1774747774
standard	2	128	12	32	zmq	NA	0	0	0	48.158936	128	4	101.496826	0.127930	4.750244	0.000000	1	2657.866054	NA	Ada	12	1774747775
standard	3	128	12	32	zmq	NA	0	0	0	28.802002	128	4	71.497070	0.042969	3.092285	0.000000	1	4444.135523	NA	Ada	12	1774747776
standard	1	128	12	32	zmq	NA	0	1	0	25.104980	128	4	62.665039	0.045166	2.516846	0.000000	1	5098.589906	NA	Ada	12	1774747779
standard	2	128	12	32	zmq	NA	0	1	0	172.720215	128	4	60.574219	0.059082	413.916016	0.000000	1	741.082913	NA	Ada	12	1774747780
standard	3	128	12	32	zmq	NA	0	1	0	21.274170	128	4	59.237061	0.100830	3.609863	0.000000	1	6016.685984	NA	Ada	12	1774747781
standard	1	128	12	64	inproc	0	NA	NA	0	33.541992	128	2	53.306152	0.000000	0.000000	0.000000	0	3816.112033	NA	Ada	12	1774747781
standard	2	128	12	64	inproc	0	NA	NA	0	34.217041	128	2	57.577148	0.000000	0.000000	0.000977	0	3740.826097	NA	Ada	12	1774747781
standard	3	128	12	64	inproc	0	NA	NA	0	36.338135	128	2	68.098877	0.000000	0.000000	0.000000	0	3522.470287	NA	Ada	12	1774747781
standard	1	128	12	64	zmq	NA	0	0	0	39.856934	128	2	58.776123	0.035889	1.954102	0.000000	1	3211.486395	NA	Ada	12	1774747783
standard	2	128	12	64	zmq	NA	0	0	0	31.283936	128	2	53.054932	0.027100	1.938965	0.000000	1	4091.556825	NA	Ada	12	1774747784
standard	3	128	12	64	zmq	NA	0	0	0	38.001953	128	2	57.512939	0.035156	2.199951	0.000000	1	3368.247931	NA	Ada	12	1774747786
standard	1	128	12	64	zmq	NA	0	1	0	34.214111	128	2	47.407959	0.033203	1.770752	0.000000	1	3741.146417	NA	Ada	12	1774747788
standard	2	128	12	64	zmq	NA	0	1	0	186.550049	128	2	49.349121	0.048828	154.218018	0.000000	1	686.142946	NA	Ada	12	1774747789
standard	3	128	12	64	zmq	NA	0	1	0	39.280029	128	2	61.553223	0.052002	1.373047	0.000000	1	3258.653374	NA	Ada	12	1774747790
standard	1	128	12	128	inproc	0	NA	NA	0	63.718018	128	1	55.885986	0.000000	0.000000	0.000000	0	2008.850948	NA	Ada	12	1774747790
standard	2	128	12	128	inproc	0	NA	NA	0	59.522949	128	1	57.618896	0.000000	0.000000	0.000000	0	2150.431080	NA	Ada	12	1774747790
standard	3	128	12	128	inproc	0	NA	NA	0	82.099854	128	1	68.854004	0.000000	0.000000	0.000000	0	1559.077081	NA	Ada	12	1774747791
standard	1	128	12	128	zmq	NA	0	0	0	49.187988	128	1	41.233887	0.051025	0.830078	0.000000	1	2602.261334	NA	Ada	12	1774747793
standard	2	128	12	128	zmq	NA	0	0	0	47.402100	128	1	39.997070	0.023926	1.076172	0.000000	1	2700.302330	NA	Ada	12	1774747794
standard	3	128	12	128	zmq	NA	0	0	0	45.115967	128	1	36.467041	0.021973	0.730957	0.000000	1	2837.133039	NA	Ada	12	1774747795
standard	1	128	12	128	zmq	NA	0	1	0	129.041016	128	1	110.301025	0.065918	1.256104	0.000000	1	991.932676	NA	Ada	12	1774747797
standard	2	128	12	128	zmq	NA	0	1	0	89.370117	128	1	80.966797	0.087158	1.325928	0.000000	1	1432.246080	NA	Ada	12	1774747798
standard	3	128	12	128	zmq	NA	0	1	0	74.426025	128	1	65.166016	0.044922	1.281006	0.000000	1	1719.828505	NA	Ada	12	1774747800
standard	1	256	1	8	inproc	0	NA	NA	0	111.710938	256	32	111.665039	0.000000	0.000000	0.001953	0	2291.628785	NA	Ada	12	1774747800
standard	2	256	1	8	inproc	0	NA	NA	0	106.316895	256	32	106.270020	0.000000	0.000000	0.004883	0	2407.895764	NA	Ada	12	1774747800
standard	3	256	1	8	inproc	0	NA	NA	0	100.422119	256	32	100.374512	0.000000	0.000000	0.005127	0	2549.239174	NA	Ada	12	1774747800
standard	1	256	1	8	zmq	NA	0	0	0	92.128174	256	32	70.968750	0.132324	20.926514	0.000000	1	2778.737376	NA	Ada	12	1774747802
standard	2	256	1	8	zmq	NA	0	0	0	115.651123	256	32	98.708740	0.203369	16.570557	0.000000	1	2213.553948	NA	Ada	12	1774747803
standard	3	256	1	8	zmq	NA	0	0	0	96.465820	256	32	78.456299	0.115967	17.820557	0.000000	1	2653.789696	NA	Ada	12	1774747805
standard	1	256	1	8	zmq	NA	0	1	0	89.686035	256	32	70.170654	0.135498	19.306641	0.000000	1	2854.402021	NA	Ada	12	1774747807
standard	2	256	1	8	zmq	NA	0	1	0	105.196777	256	32	87.483154	0.118408	17.521484	0.000000	1	2433.534624	NA	Ada	12	1774747808
standard	3	256	1	8	zmq	NA	0	1	0	95.231201	256	32	73.502441	0.124756	21.544678	0.000000	1	2688.194592	NA	Ada	12	1774747809
standard	1	256	1	16	inproc	0	NA	NA	0	105.062012	256	16	104.998047	0.000000	0.000000	0.003174	0	2436.656179	NA	Ada	12	1774747809
standard	2	256	1	16	inproc	0	NA	NA	0	110.848877	256	16	110.801270	0.000000	0.000000	0.001953	0	2309.450551	NA	Ada	12	1774747809
standard	3	256	1	16	inproc	0	NA	NA	0	112.677979	256	16	112.629639	0.000000	0.000000	0.003174	0	2271.961242	NA	Ada	12	1774747810
standard	1	256	1	16	zmq	NA	0	0	0	104.178955	256	16	92.102539	0.113037	11.901855	0.000000	1	2457.310114	NA	Ada	12	1774747812
standard	2	256	1	16	zmq	NA	0	0	0	84.020020	256	16	72.622803	0.089355	11.263184	0.000000	1	3046.892888	NA	Ada	12	1774747813
standard	3	256	1	16	zmq	NA	0	0	0	115.551025	256	16	104.017578	0.128662	11.174561	0.000000	1	2215.471469	NA	Ada	12	1774747814
standard	1	256	1	16	zmq	NA	0	1	0	112.495850	256	16	98.928467	0.121338	13.364258	0.000000	1	2275.639509	NA	Ada	12	1774747816
standard	2	256	1	16	zmq	NA	0	1	0	120.442139	256	16	108.035645	0.127441	12.210938	0.000000	1	2125.501945	NA	Ada	12	1774747818
standard	3	256	1	16	zmq	NA	0	1	0	106.199951	256	16	94.686523	0.121338	11.324219	0.000000	1	2410.547248	NA	Ada	12	1774747819
standard	1	256	1	32	inproc	0	NA	NA	0	106.855957	256	8	106.819092	0.000000	0.000000	0.000000	0	2395.748511	NA	Ada	12	1774747819
standard	2	256	1	32	inproc	0	NA	NA	0	203.193115	256	8	203.149170	0.000000	0.000000	0.004883	0	1259.885207	NA	Ada	12	1774747819
standard	3	256	1	32	inproc	0	NA	NA	0	163.012939	256	8	162.973145	0.000000	0.000000	0.001953	0	1570.427482	NA	Ada	12	1774747819
standard	1	256	1	32	zmq	NA	0	0	0	404.290039	256	8	154.008301	0.108643	250.117188	0.000000	1	633.208774	NA	Ada	12	1774747822
standard	2	256	1	32	zmq	NA	0	0	0	436.396973	256	8	330.696777	0.404053	105.214844	0.000000	1	586.621851	NA	Ada	12	1774747824
standard	3	256	1	32	zmq	NA	0	0	0	246.803955	256	8	132.623047	0.097900	114.007324	0.000000	1	1037.260525	NA	Ada	12	1774747825
standard	1	256	1	32	zmq	NA	0	1	0	254.608887	256	8	246.669922	0.186523	7.677979	0.000000	1	1005.463726	NA	Ada	12	1774747827
standard	2	256	1	32	zmq	NA	0	1	0	247.375000	256	8	238.552246	0.216064	8.538818	0.000000	1	1034.866094	NA	Ada	12	1774747829
standard	3	256	1	32	zmq	NA	0	1	0	172.227051	256	8	164.864746	0.145996	7.158936	0.000000	1	1486.409939	NA	Ada	12	1774747830
standard	1	256	1	64	inproc	0	NA	NA	0	166.050049	256	4	166.008301	0.000000	0.000000	0.001953	0	1541.703853	NA	Ada	12	1774747830
standard	2	256	1	64	inproc	0	NA	NA	0	135.307129	256	4	135.277832	0.000000	0.000000	0.000000	0	1891.991960	NA	Ada	12	1774747831
standard	3	256	1	64	inproc	0	NA	NA	0	157.372070	256	4	157.340088	0.000000	0.000000	0.000000	0	1626.718130	NA	Ada	12	1774747831
standard	1	256	1	64	zmq	NA	0	0	0	75.846191	256	4	72.328125	0.045898	3.447998	0.000000	1	3375.251878	NA	Ada	12	1774747833
standard	2	256	1	64	zmq	NA	0	0	0	96.479980	256	4	93.273926	0.070557	3.105713	0.000000	1	2653.400205	NA	Ada	12	1774747835
standard	3	256	1	64	zmq	NA	0	0	0	89.327148	256	4	85.823730	0.057861	3.414795	0.000000	1	2865.870057	NA	Ada	12	1774747836
standard	1	256	1	64	zmq	NA	0	1	0	79.875977	256	4	76.492920	0.049805	3.309814	0.000000	1	3204.968640	NA	Ada	12	1774747838
standard	2	256	1	64	zmq	NA	0	1	0	117.130859	256	4	114.167236	0.074951	2.862061	0.000000	1	2185.589702	NA	Ada	12	1774747839
standard	3	256	1	64	zmq	NA	0	1	0	118.237061	256	4	115.112793	0.062256	3.030762	0.000000	1	2165.141782	NA	Ada	12	1774747840
standard	1	256	1	128	inproc	0	NA	NA	0	114.534180	256	2	114.503906	0.000000	0.000000	0.001221	0	2235.140643	NA	Ada	12	1774747841
standard	2	256	1	128	inproc	0	NA	NA	0	126.458008	256	2	126.418701	0.000000	0.000000	0.000977	0	2024.387419	NA	Ada	12	1774747841
standard	3	256	1	128	inproc	0	NA	NA	0	114.976807	256	2	114.952148	0.000000	0.000000	0.001953	0	2226.536007	NA	Ada	12	1774747841
standard	1	256	1	128	zmq	NA	0	0	0	76.406006	256	2	74.818115	0.038086	1.519043	0.000000	1	3350.521953	NA	Ada	12	1774747843
standard	2	256	1	128	zmq	NA	0	0	0	92.666992	256	2	91.012939	0.048096	1.584717	0.000000	1	2762.580224	NA	Ada	12	1774747844
standard	3	256	1	128	zmq	NA	0	0	0	75.988037	256	2	74.223145	0.037842	1.706787	0.000000	1	3368.951347	NA	Ada	12	1774747845
standard	1	256	1	128	zmq	NA	0	1	0	79.130127	256	2	76.990967	0.050049	2.070068	0.000000	1	3235.177420	NA	Ada	12	1774747848
standard	2	256	1	128	zmq	NA	0	1	0	104.602051	256	2	102.729004	0.050781	1.794922	0.000000	1	2447.370755	NA	Ada	12	1774747849
standard	3	256	1	128	zmq	NA	0	1	0	78.039062	256	2	76.690918	0.040039	1.282959	0.000000	1	3280.408449	NA	Ada	12	1774747850
standard	1	256	2	8	inproc	0	NA	NA	0	47.366943	256	32	91.839600	0.000000	0.000000	0.000977	0	5404.613045	NA	Ada	12	1774747850
standard	2	256	2	8	inproc	0	NA	NA	0	54.910889	256	32	108.347412	0.000000	0.000000	0.002930	0	4662.099015	NA	Ada	12	1774747850
standard	3	256	2	8	inproc	0	NA	NA	0	58.857910	256	32	114.057617	0.000000	0.000000	0.006836	0	4349.457861	NA	Ada	12	1774747850
standard	1	256	2	8	zmq	NA	0	0	0	49.989990	256	32	78.825684	0.101074	18.674072	0.000000	1	5121.025205	NA	Ada	12	1774747852
standard	2	256	2	8	zmq	NA	0	0	0	62.595947	256	32	107.138672	0.123535	17.335938	0.000000	1	4089.721638	NA	Ada	12	1774747853
standard	3	256	2	8	zmq	NA	0	0	0	59.367920	256	32	93.833740	0.205078	23.358398	0.000000	1	4312.093136	NA	Ada	12	1774747855
standard	1	256	2	8	zmq	NA	0	1	0	57.801025	256	32	94.091553	0.104736	20.843506	0.000000	1	4428.987172	NA	Ada	12	1774747857
standard	2	256	2	8	zmq	NA	0	1	0	134.614014	256	32	245.242432	0.226074	22.270752	0.000000	1	1901.733653	NA	Ada	12	1774747858
standard	3	256	2	8	zmq	NA	0	1	0	79.227051	256	32	119.635986	0.137939	25.944580	0.000000	1	3231.219608	NA	Ada	12	1774747859
standard	1	256	2	16	inproc	0	NA	NA	0	57.691162	256	16	110.273926	0.000000	0.000000	0.003906	0	4437.421446	NA	Ada	12	1774747859
standard	2	256	2	16	inproc	0	NA	NA	0	64.713867	256	16	127.947510	0.000000	0.000000	0.005859	0	3955.875473	NA	Ada	12	1774747859
standard	3	256	2	16	inproc	0	NA	NA	0	61.562012	256	16	121.778564	0.000000	0.000000	0.002930	0	4158.408617	NA	Ada	12	1774747859
standard	1	256	2	16	zmq	NA	0	0	0	44.791016	256	16	77.746826	0.069092	11.041992	0.000000	1	5715.431910	NA	Ada	12	1774747862
standard	2	256	2	16	zmq	NA	0	0	0	47.255127	256	16	81.525391	0.079590	11.718750	0.000000	1	5417.401592	NA	Ada	12	1774747863
standard	3	256	2	16	zmq	NA	0	0	0	44.229980	256	16	76.766113	0.135498	11.284424	0.000000	1	5787.929302	NA	Ada	12	1774747864
standard	1	256	2	16	zmq	NA	0	1	0	44.850830	256	16	77.788818	0.082031	10.438965	0.000000	1	5707.809634	NA	Ada	12	1774747866
standard	2	256	2	16	zmq	NA	0	1	0	56.411865	256	16	100.368164	0.104248	11.204834	0.000000	1	4538.052393	NA	Ada	12	1774747867
standard	3	256	2	16	zmq	NA	0	1	0	47.246826	256	16	77.165283	0.081787	13.210938	0.000000	1	5418.353374	NA	Ada	12	1774747868
standard	1	256	2	32	inproc	0	NA	NA	0	45.471924	256	8	89.560791	0.000000	0.000000	0.000000	0	5629.847573	NA	Ada	12	1774747868
standard	2	256	2	32	inproc	0	NA	NA	0	70.616943	256	8	137.105957	0.000000	0.000000	0.000977	0	3625.192310	NA	Ada	12	1774747868
standard	3	256	2	32	inproc	0	NA	NA	0	61.753174	256	8	115.487061	0.000000	0.000000	0.000977	0	4145.535915	NA	Ada	12	1774747868
standard	1	256	2	32	zmq	NA	0	0	0	41.350830	256	8	75.860596	0.102295	6.305908	0.000000	1	6190.927716	NA	Ada	12	1774747870
standard	2	256	2	32	zmq	NA	0	0	0	57.550049	256	8	105.664062	0.070068	6.255859	0.000000	1	4448.302047	NA	Ada	12	1774747872
standard	3	256	2	32	zmq	NA	0	0	0	47.910889	256	8	88.378662	0.071045	6.997803	0.000000	1	5343.253008	NA	Ada	12	1774747873
standard	1	256	2	32	zmq	NA	0	1	0	41.051025	256	8	74.046143	0.056641	6.598389	0.000000	1	6236.141426	NA	Ada	12	1774747875
standard	2	256	2	32	zmq	NA	0	1	0	43.498047	256	8	77.186768	0.062012	6.846924	0.000000	1	5885.321719	NA	Ada	12	1774747876
standard	3	256	2	32	zmq	NA	0	1	0	43.998047	256	8	80.600098	0.063232	5.503906	0.000000	1	5818.440094	NA	Ada	12	1774747877
standard	1	256	2	64	inproc	0	NA	NA	0	44.418945	256	4	87.122070	0.000000	0.000000	0.001953	0	5763.306585	NA	Ada	12	1774747877
standard	2	256	2	64	inproc	0	NA	NA	0	49.991943	256	4	97.857178	0.000000	0.000000	0.000000	0	5120.825133	NA	Ada	12	1774747877
standard	3	256	2	64	inproc	0	NA	NA	0	66.323975	256	4	129.617920	0.000000	0.000000	0.000977	0	3859.841053	NA	Ada	12	1774747877
standard	1	256	2	64	zmq	NA	0	0	0	38.262939	256	4	72.270996	0.047119	3.218262	0.000000	1	6690.547137	NA	Ada	12	1774747879
standard	2	256	2	64	zmq	NA	0	0	0	43.797852	256	4	78.398193	0.110840	3.460693	0.000000	1	5845.035564	NA	Ada	12	1774747880
standard	3	256	2	64	zmq	NA	0	0	0	41.053955	256	4	76.772217	0.052002	3.143066	0.000000	1	6235.696403	NA	Ada	12	1774747881
standard	1	256	2	64	zmq	NA	0	1	0	41.753906	256	4	79.801025	0.052246	3.036865	0.000000	1	6131.162878	NA	Ada	12	1774747884
standard	2	256	2	64	zmq	NA	0	1	0	193.339844	256	4	105.659180	0.084961	262.570068	0.000000	1	1324.093343	NA	Ada	12	1774747885
standard	3	256	2	64	zmq	NA	0	1	0	44.865967	256	4	84.511963	0.051025	3.350342	0.000000	1	5705.883953	NA	Ada	12	1774747886
standard	1	256	2	128	inproc	0	NA	NA	0	55.331787	256	2	108.236084	0.000000	0.000000	0.000000	0	4626.635310	NA	Ada	12	1774747886
standard	2	256	2	128	inproc	0	NA	NA	0	51.054932	256	2	100.450684	0.000000	0.000000	0.000000	0	5014.207086	NA	Ada	12	1774747886
standard	3	256	2	128	inproc	0	NA	NA	0	59.076172	256	2	115.523926	0.000000	0.000000	0.000000	0	4333.388435	NA	Ada	12	1774747886
standard	1	256	2	128	zmq	NA	0	0	0	65.186035	256	2	127.143066	0.154053	1.993896	0.000000	1	3927.221519	NA	Ada	12	1774747888
standard	2	256	2	128	zmq	NA	0	0	0	43.814941	256	2	83.230957	0.048096	2.042725	0.000000	1	5842.755731	NA	Ada	12	1774747890
standard	3	256	2	128	zmq	NA	0	0	0	40.507080	256	2	76.822021	0.080078	1.885010	0.000000	1	6319.882833	NA	Ada	12	1774747891
standard	1	256	2	128	zmq	NA	0	1	0	187.795898	256	2	72.456055	0.044189	242.601807	0.000000	1	1363.182062	NA	Ada	12	1774747893
standard	2	256	2	128	zmq	NA	0	1	0	340.041992	256	2	96.537842	0.083008	430.299072	0.000000	1	752.848195	NA	Ada	12	1774747894
standard	3	256	2	128	zmq	NA	0	1	0	198.644775	256	2	82.065918	0.046143	265.620850	0.000000	1	1288.732611	NA	Ada	12	1774747896
standard	1	256	4	8	inproc	0	NA	NA	0	28.886230	256	32	108.545898	0.000000	0.000000	0.001953	0	8862.353995	NA	Ada	12	1774747896
standard	2	256	4	8	inproc	0	NA	NA	0	31.450928	256	32	117.203857	0.000000	0.000000	0.008301	0	8139.664501	NA	Ada	12	1774747896
standard	3	256	4	8	inproc	0	NA	NA	0	33.861816	256	32	126.611816	0.000000	0.000000	0.011963	0	7560.137853	NA	Ada	12	1774747896
standard	1	256	4	8	zmq	NA	0	0	0	35.169922	256	32	104.120605	0.082764	15.442871	0.000000	1	7278.947076	NA	Ada	12	1774747898
standard	2	256	4	8	zmq	NA	0	0	0	29.270996	256	32	94.954346	0.085693	16.380127	0.000000	1	8745.858842	NA	Ada	12	1774747899
standard	3	256	4	8	zmq	NA	0	0	0	30.583984	256	32	95.779785	0.105713	15.538086	0.000000	1	8370.394023	NA	Ada	12	1774747901
standard	1	256	4	8	zmq	NA	0	1	0	319.820801	256	32	107.042480	0.198486	1145.585938	0.000000	1	800.448249	NA	Ada	12	1774747903
standard	2	256	4	8	zmq	NA	0	1	0	40.488037	256	32	118.781738	0.102051	33.343750	0.000000	1	6322.855299	NA	Ada	12	1774747904
standard	3	256	4	8	zmq	NA	0	1	0	30.341064	256	32	100.660889	0.092773	15.221191	0.000000	1	8437.409979	NA	Ada	12	1774747905
standard	1	256	4	16	inproc	0	NA	NA	0	25.997803	256	16	99.064941	0.000000	0.000000	0.001953	0	9846.986017	NA	Ada	12	1774747905
standard	2	256	4	16	inproc	0	NA	NA	0	60.575928	256	16	196.145996	0.000000	0.000000	0.004150	0	4226.101185	NA	Ada	12	1774747905
standard	3	256	4	16	inproc	0	NA	NA	0	37.184814	256	16	134.185547	0.000000	0.000000	0.000977	0	6884.530789	NA	Ada	12	1774747905
standard	1	256	4	16	zmq	NA	0	0	0	32.203857	256	16	104.340820	0.072266	8.464844	0.000000	1	7949.358260	NA	Ada	12	1774747908
standard	2	256	4	16	zmq	NA	0	0	0	33.077881	256	16	113.704346	0.128418	10.607422	0.000000	1	7739.310783	NA	Ada	12	1774747909
standard	3	256	4	16	zmq	NA	0	0	0	33.083984	256	16	115.613770	0.102295	7.922119	0.000000	1	7737.882992	NA	Ada	12	1774747910
standard	1	256	4	16	zmq	NA	0	1	0	29.294922	256	16	100.532227	0.089844	8.843262	0.000000	1	8738.715914	NA	Ada	12	1774747912
standard	2	256	4	16	zmq	NA	0	1	0	29.830811	256	16	92.749023	0.088379	8.677490	0.000000	1	8581.731281	NA	Ada	12	1774747913
standard	3	256	4	16	zmq	NA	0	1	0	28.177002	256	16	95.485596	0.074707	9.206299	0.000000	1	9085.423652	NA	Ada	12	1774747914
standard	1	256	4	32	inproc	0	NA	NA	0	36.311035	256	8	127.438232	0.000000	0.000000	0.002930	0	7050.198346	NA	Ada	12	1774747914
standard	2	256	4	32	inproc	0	NA	NA	0	34.002930	256	8	129.373047	0.000000	0.000000	0.000977	0	7528.763032	NA	Ada	12	1774747914
standard	3	256	4	32	inproc	0	NA	NA	0	37.704102	256	8	139.569824	0.000000	0.000000	0.000000	0	6789.712243	NA	Ada	12	1774747914
standard	1	256	4	32	zmq	NA	0	0	0	551.950928	256	8	216.202881	0.159912	1856.559570	0.000000	1	463.809348	NA	Ada	12	1774747917
standard	2	256	4	32	zmq	NA	0	0	0	186.780029	256	8	519.232178	0.276367	17.344482	0.000000	1	1370.596209	NA	Ada	12	1774747918
standard	3	256	4	32	zmq	NA	0	0	0	56.461914	256	8	190.495361	0.193115	8.227783	0.000000	1	4534.029784	0.537120	Ada	12	1774747919
standard	1	256	4	32	zmq	NA	0	1	0	30.577148	256	8	96.864014	0.102783	4.832031	0.000000	1	8372.265338	0.398682	Ada	12	1774747921
standard	2	256	4	32	zmq	NA	0	1	0	45.590820	256	8	151.655518	0.096191	5.016602	0.000000	1	5615.165471	0.380572	Ada	12	1774747922
standard	3	256	4	32	zmq	NA	0	1	0	34.369873	256	8	109.501221	0.093018	4.786865	0.000000	1	7448.383637	0.344693	Ada	12	1774747924
standard	1	256	4	64	inproc	0	NA	NA	0	32.047119	256	4	96.528076	0.000000	0.000000	0.000000	0	7988.237535	NA	Ada	12	1774747924
standard	2	256	4	64	inproc	0	NA	NA	0	31.823975	256	4	113.402100	0.000000	0.000000	0.000000	0	8044.249756	NA	Ada	12	1774747924
standard	3	256	4	64	inproc	0	NA	NA	0	34.921875	256	4	116.503174	0.000000	0.000000	0.000000	0	7330.648770	NA	Ada	12	1774747924
standard	1	256	4	64	zmq	NA	0	0	0	33.208984	256	4	109.847900	0.078125	2.600830	0.000000	1	7708.757278	0.389059	Ada	12	1774747926
standard	2	256	4	64	zmq	NA	0	0	0	28.010986	256	4	93.197998	0.069824	2.773193	0.000000	1	9139.271177	0.585304	Ada	12	1774747927
standard	3	256	4	64	zmq	NA	0	0	0	29.483154	256	4	94.756104	0.063232	2.608887	0.000000	1	8682.924406	0.418819	Ada	12	1774747928
standard	1	256	4	64	zmq	NA	0	1	0	38.585938	256	4	124.723877	0.096924	3.144287	0.000000	1	6634.541405	NA	Ada	12	1774747930
standard	2	256	4	64	zmq	NA	0	1	0	37.226074	256	4	138.824219	0.097900	3.394775	0.000000	1	6876.900274	NA	Ada	12	1774747931
standard	3	256	4	64	zmq	NA	0	1	0	34.895996	256	4	116.637207	0.159668	4.340820	0.000000	1	7336.085186	NA	Ada	12	1774747932
standard	1	256	4	128	inproc	0	NA	NA	0	61.895020	256	2	121.563232	0.000000	0.000000	0.000000	0	4136.035531	NA	Ada	12	1774747932
standard	2	256	4	128	inproc	0	NA	NA	0	56.665039	256	2	110.013916	0.000000	0.000000	0.000000	0	4517.776820	NA	Ada	12	1774747933
standard	3	256	4	128	inproc	0	NA	NA	0	78.157959	256	2	153.143066	0.000000	0.000000	0.001953	0	3275.418183	NA	Ada	12	1774747933
standard	1	256	4	128	zmq	NA	0	0	0	166.577881	256	2	310.104980	0.346191	3.471924	0.000000	1	1536.818686	NA	Ada	12	1774747935
standard	2	256	4	128	zmq	NA	0	0	0	122.344971	256	2	232.751221	0.132812	3.281006	0.000000	1	2092.444001	NA	Ada	12	1774747936
standard	3	256	4	128	zmq	NA	0	0	0	51.768066	256	2	95.402832	0.069092	2.229980	0.000000	1	4945.133511	NA	Ada	12	1774747937
standard	1	256	4	128	zmq	NA	0	1	0	199.096924	256	2	90.343994	0.068848	250.196045	0.000000	1	1285.805903	NA	Ada	12	1774747940
standard	2	256	4	128	zmq	NA	0	1	0	301.496826	256	2	317.147217	0.118896	260.529053	0.000000	1	849.096832	NA	Ada	12	1774747941
